title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Good for newborns,Love that I can nurse in this with a little practice. Took me a couple of weeks to get the hang of it but now it's seamless. High quality product.,4,2023-05-11 00:00:00 UTC,Madison Smith,madison.smith947@hotmail.com,,nestli-embrace-sling-carrier,,
Happy with my purchase,"Good carrier, my baby seems happy in it. I wish it came in more colors for my wardrobe but functionally it works great. Would recommend.",4,2024-05-27 00:00:00 UTC,Gianna Edwards,edwards_g909@yahoo.com,,nestli-embrace-sling-carrier,,
Grocery store hero,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2024-05-25 00:00:00 UTC,Andrew Martin,martina618@outlook.com,,nestli-embrace-sling-carrier,,
"Love it, took a few tries",Really happy with the purchase. Slight learning curve but nothing that a YouTube tutorial didn't solve. Baby is calm and I'm hands-free.,4,2023-07-21 00:00:00 UTC,Lauren Scott,lauren681@gmail.com,,nestli-embrace-sling-carrier,,
Genuinely life changing,I was nervous about ring slings but the setup guide was so clear. Had it on correctly the first try. Baby was happy immediately.,5,2025-06-07 00:00:00 UTC,Joseph Richardson,joseph@outlook.com,,nestli-embrace-sling-carrier,,
My newborn loves it,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2023-06-22 00:00:00 UTC,Delilah Davis,delilah@hotmail.com,,nestli-embrace-sling-carrier,,
Best baby gear purchase,My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2024-12-29 00:00:00 UTC,Taylor Morgan,taylor@outlook.com,,nestli-embrace-sling-carrier,,
Best carrier I've ever owned,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2023-12-22 00:00:00 UTC,Sophia Jones,jones.s701@icloud.com,,nestli-embrace-sling-carrier,,
She stopped crying the second I put it on,"Been using this for 14 months. Not a single seam has come loose, not a single stitch has broken. This thing is built to last.",5,2025-08-28 00:00:00 UTC,Nova Lopez,nova_lopez@msn.com,,nestli-embrace-sling-carrier,,
Wish I had this with my first,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2023-12-25 00:00:00 UTC,Josephine Kelly,josephine@outlook.com,,nestli-embrace-sling-carrier,,
Every mom needs this,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2024-02-02 00:00:00 UTC,Charlotte Johnson,johnson.c866@outlook.com,,nestli-embrace-sling-carrier,,
My arms don't hurt anymore!,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2024-12-07 00:00:00 UTC,Everly Garcia,garcia_e@yahoo.com,,nestli-embrace-sling-carrier,,
Genuinely life changing,My baby went from needing to be rocked for 45 minutes to falling asleep in this carrier in under 10 minutes. Life is different now.,5,2024-11-20 00:00:00 UTC,Amber Gray,amber@live.com,,nestli-embrace-sling-carrier,,
Love it with minor learning curve,Comfortable for long carries. Gave 4 stars because the color I received looked slightly different from the website photo. Still looks nice though.,4,2023-03-03 00:00:00 UTC,Kimberly Stewart,kstewart102@outlook.com,,nestli-embrace-sling-carrier,,
Airport essential,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2023-01-25 00:00:00 UTC,Jacob Hall,hall.j@aol.com,,nestli-embrace-sling-carrier,,
The only carrier I recommend,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2023-12-12 00:00:00 UTC,Avery Stewart,stewarta231@msn.com,,nestli-embrace-sling-carrier,,
Good but takes practice,"Great quality, soft fabric, baby seems comfy. Docking one star because mine arrived with a small mark on the fabric. Customer service sorted it quickly though.",4,2023-08-08 00:00:00 UTC,Camila Rogers,crogers@gmail.com,,nestli-embrace-sling-carrier,,
My newborn loves it,I work from home and wear this during calls. Baby is calm and quiet and I look completely professional. Game changing for WFH moms.,5,2024-02-04 00:00:00 UTC,Matthew Gonzalez,mgonzalez@outlook.com,,nestli-embrace-sling-carrier,,
My newborn loves it,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2024-06-29 00:00:00 UTC,Sophia Garcia,sgarcia@aol.com,,nestli-embrace-sling-carrier,,
Finally a carrier that actually works,Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2023-07-23 00:00:00 UTC,Jacob Howard,jhoward817@live.com,,nestli-embrace-sling-carrier,,
Finally a carrier that actually works,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2025-07-11 00:00:00 UTC,Charlotte Kelly,charlottekelly@msn.com,,nestli-embrace-sling-carrier,,
Hands free finally!!!,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2024-04-17 00:00:00 UTC,Emilia Jackson,emilia@outlook.com,,nestli-embrace-sling-carrier,,
Perfect for our lifestyle,My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2025-10-24 00:00:00 UTC,Madeline Collins,madeline.collins150@icloud.com,,nestli-embrace-sling-carrier,,
"Returned 3 carriers, kept this one",The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2023-07-04 00:00:00 UTC,Naomi Hill,naomi@aol.com,,nestli-embrace-sling-carrier,,
This is THE one,"The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2023-12-01 00:00:00 UTC,Vanessa Rivera,vrivera8@hotmail.com,,nestli-embrace-sling-carrier,,
Grocery store hero,Brought this to a family reunion. Every aunt and uncle took a turn. Nobody could believe how easy it was to put on. Orders came in from 3 family members.,5,2023-11-10 00:00:00 UTC,Aria Thompson,thompson.a954@outlook.com,,nestli-embrace-sling-carrier,,
Solid 4 stars from me,Comfortable for long carries. Gave 4 stars because the color I received looked slightly different from the website photo. Still looks nice though.,4,2025-03-06 00:00:00 UTC,Natalie Phillips,nphillips@yahoo.com,,nestli-embrace-sling-carrier,,
Best purchase of 2024,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2023-08-19 00:00:00 UTC,Jose Collins,collinsj636@live.com,,nestli-embrace-sling-carrier,,
Good for newborns,Solid product. The strap is wide and comfortable. I gave 4 stars because I wish the setup instructions were a bit clearer with pictures. But the carrier itself is great.,4,2023-04-15 00:00:00 UTC,Gregory Bell,bell.g415@live.com,,nestli-embrace-sling-carrier,,
Genuinely life changing,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2024-11-13 00:00:00 UTC,Michael Ortiz,ortizm@outlook.com,,nestli-embrace-sling-carrier,,
My baby only sleeps in this now,My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2024-02-17 00:00:00 UTC,Samuel Williams,williamss@icloud.com,,nestli-embrace-sling-carrier,,
Amazing quality,"Been using this for 14 months. Not a single seam has come loose, not a single stitch has broken. This thing is built to last.",5,2023-01-21 00:00:00 UTC,Leah Evans,leah.evans@outlook.com,,nestli-embrace-sling-carrier,,
Amazing quality,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2024-06-29 00:00:00 UTC,Gregory Torres,gtorres907@yahoo.com,,nestli-embrace-sling-carrier,,
Life changing for new moms,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2023-02-04 00:00:00 UTC,Madison Nguyen,mnguyen@outlook.com,,nestli-embrace-sling-carrier,,
My velcro baby is finally calm,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2024-12-28 00:00:00 UTC,Riley Morris,morris_r@icloud.com,,nestli-embrace-sling-carrier,,
Cooking with baby — done!,We flew cross-country with our 7-month-old. This carrier fit in my purse and our baby slept through both flights. Worth ten times the price.,5,2023-06-07 00:00:00 UTC,Alexander Kelly,kelly.a@gmail.com,,nestli-embrace-sling-carrier,,
My arms don't hurt anymore!,My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2024-12-27 00:00:00 UTC,Mark Gray,mark_gray446@msn.com,,nestli-embrace-sling-carrier,,
This saved my postpartum,Bought this because a mom in my birth class had one. Now 6 women from that class have this carrier. We call ourselves the Nestli moms.,5,2023-08-21 00:00:00 UTC,Madelyn Cook,mcook449@live.com,,nestli-embrace-sling-carrier,,
My velcro baby is finally calm,My baby went from needing to be rocked for 45 minutes to falling asleep in this carrier in under 10 minutes. Life is different now.,5,2025-06-04 00:00:00 UTC,Justin Walker,jwalker715@gmail.com,,nestli-embrace-sling-carrier,,
Worth every single penny,My baby went from needing to be rocked for 45 minutes to falling asleep in this carrier in under 10 minutes. Life is different now.,5,2023-02-10 00:00:00 UTC,Caroline Kelly,kellyc670@msn.com,,nestli-embrace-sling-carrier,,
This saved my postpartum,We flew cross-country with our 7-month-old. This carrier fit in my purse and our baby slept through both flights. Worth ten times the price.,5,2023-05-25 00:00:00 UTC,Diana Allen,dallen@icloud.com,,nestli-embrace-sling-carrier,,
Perfection,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2023-05-15 00:00:00 UTC,Larry Edwards,larry@live.com,,nestli-embrace-sling-carrier,,
Bought for a friend too,"Been using this for 14 months. Not a single seam has come loose, not a single stitch has broken. This thing is built to last.",5,2024-12-09 00:00:00 UTC,Zoe Ward,zoe@outlook.com,,nestli-embrace-sling-carrier,,
10/10 no notes,"The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2023-09-23 00:00:00 UTC,Jeffrey Anderson,jeffrey.anderson148@gmail.com,,nestli-embrace-sling-carrier,,
Finally sleeping again,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2024-08-27 00:00:00 UTC,Aaron Hall,ahall@yahoo.com,,nestli-embrace-sling-carrier,,
She stopped crying the second I put it on,We flew cross-country with our 7-month-old. This carrier fit in my purse and our baby slept through both flights. Worth ten times the price.,5,2025-09-20 00:00:00 UTC,Madeline Wright,mwright463@hotmail.com,,nestli-embrace-sling-carrier,,
This is THE one,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2023-10-11 00:00:00 UTC,Lily Rogers,rogersl194@outlook.com,,nestli-embrace-sling-carrier,,
Genuinely life changing,My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2023-04-27 00:00:00 UTC,Megan Sullivan,sullivanm905@live.com,,nestli-embrace-sling-carrier,,
Finally sleeping again,My son has reflux and needs to stay upright after feeds. This carrier keeps him perfectly positioned and he's so much more comfortable.,5,2024-06-16 00:00:00 UTC,Jasmine Nguyen,jasminenguyen@msn.com,,nestli-embrace-sling-carrier,,
Absolute game changer!,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2024-06-05 00:00:00 UTC,Ronald Nguyen,rnguyen@aol.com,,nestli-embrace-sling-carrier,,
My arms don't hurt anymore!,"I've tried 3 different carriers before this one. Returned all of them. The Nestli goes on in seconds, I barely feel the weight, and my son falls asleep in it every single time.",5,2025-02-07 00:00:00 UTC,Eva Cook,eva.cook299@aol.com,,nestli-embrace-sling-carrier,,
